time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-10-15T02:36:46.540Z,9.9737,124.2654,10,4.5,mb,,133,3.164,1.05,us,usb000kdea,2013-12-30T23:41:08.000Z,"7 km NW of Mahayag, Philippines",earthquake,,1.7,0.086,,reviewed,us,us
2013-10-15T02:22:45.280Z,9.7905,124.0349,10,4.3,mb,,169,3.105,0.84,us,usb000kix3,2013-12-30T23:41:08.000Z,"7 km ENE of Balilihan, Philippines",earthquake,,1.9,0.168,,reviewed,us,us
2013-10-15T01:55:27.770Z,9.8112,124.014,10,4.9,mb,,79,3.133,0.69,us,usb000kde0,2013-12-30T23:41:08.000Z,"7 km NE of Balilihan, Philippines",earthquake,,1.8,0.06,,reviewed,us,us
2013-10-15T01:37:54.050Z,9.7124,123.7433,10,5.1,mb,,97,3.192,0.55,us,usb000kdds,2013-12-30T23:41:08.000Z,"9 km NNW of San Agustin, Philippines",earthquake,,1.8,0.049,,reviewed,us,us
2013-10-15T01:36:56.930Z,9.5237,123.7992,10,4.6,mb,,100,3.007,0.71,us,usb000kiwu,2013-12-30T23:41:08.000Z,"4 km SE of Tawala, Philippines",earthquake,,1.8,0.088,,reviewed,us,us
2013-10-15T01:30:02.940Z,9.9136,124.1794,10,4.7,mb,,76,3.146,0.5,us,usb000kddp,2013-12-30T23:41:08.000Z,"7 km N of Nueva Fuerza, Philippines",earthquake,,1.3,0.084,,reviewed,us,us
2013-10-15T01:24:55.090Z,9.9667,123.9859,10,4.7,mb,,59,3.281,0.79,us,usb000kddn,2013-12-30T23:41:08.000Z,"1 km N of Panaytayon, Philippines",earthquake,,1.8,0.077,,reviewed,us,us
2013-10-15T01:21:45.030Z,10.0164,123.8771,10,4.4,mb,,125,3.377,0.45,us,usb000kiwl,2013-12-30T23:41:08.000Z,"10 km NNW of Abucayan, Philippines",earthquake,,1.7,0.179,,reviewed,us,us
2013-10-15T01:07:35.340Z,9.9202,124.1325,10,4.9,mb,,48,3.173,0.88,us,usb000kdd6,2013-12-30T23:41:07.000Z,"4 km E of Sagbayan, Philippines",earthquake,,1.8,0.066,,reviewed,us,us
2013-10-15T01:03:00.130Z,9.9406,124.0969,10,4.6,mb,,127,3.207,0.94,us,usb000kdda,2013-12-30T23:41:07.000Z,"0 km NE of Canmaya Diot, Philippines",earthquake,,1.8,0.103,,reviewed,us,us
2013-10-15T00:40:14.780Z,10.0972,124.2236,10,4.2,mb,,119,3.293,1.2,us,usb000kiwe,2013-12-30T23:41:07.000Z,"Leyte, Philippines",earthquake,,1.9,0.264,,reviewed,us,us
2013-10-15T00:39:11.790Z,10.0002,124.1835,10,4.7,mb,,66,3.222,1.14,us,usb000kiwd,2013-12-30T23:41:07.000Z,"11 km NE of Canmaya Diot, Philippines",earthquake,,1.5,0.092,,reviewed,us,us
2013-10-15T00:33:43.100Z,9.9045,124.165,10,5.3,mb,,47,3.144,0.92,us,usb000kdca,2013-12-30T23:41:07.000Z,"6 km N of Nueva Fuerza, Philippines",earthquake,,1.7,0.057,,reviewed,us,us
2013-10-15T00:32:34.170Z,9.6544,124.3451,10,4.7,mb,,95,2.843,1.11,us,usb000kiwc,2013-12-30T23:41:07.000Z,"1 km SW of Canjulao, Philippines",earthquake,,1.7,0.147,,reviewed,us,us
2013-10-15T00:31:23.710Z,9.9159,124.0725,10,4.9,mb,,118,3.196,0.99,us,usb000kiwb,2013-12-30T23:41:07.000Z,"2 km W of Sagbayan, Philippines",earthquake,,1.9,0.112,,reviewed,us,us
2013-10-15T00:28:57.210Z,9.9521,124.2232,17.31,5.2,mb,,44,3.162,0.99,us,usb000kdbw,2013-12-30T23:41:07.000Z,"8 km NW of Dagohoy, Philippines",earthquake,,3.2,0.055,,reviewed,us,us
2013-10-15T00:24:56.800Z,9.8321,123.9569,10,4.8,mb,,91,3.179,1.04,us,usb000kiwa,2013-12-30T23:41:07.000Z,"5 km SE of Bagacay, Philippines",earthquake,,1.8,0.249,,reviewed,us,us
2013-10-15T00:22:21.480Z,9.8612,123.8709,10,4.5,mb,,177,3.247,0.82,us,usb000kiw8,2013-12-30T23:41:07.000Z,"3 km S of Calape, Philippines",earthquake,,1.9,0.271,,reviewed,us,us
2013-10-15T00:19:26.590Z,10.0098,124.0544,10,5.3,mb,,91,3.287,1.22,us,usb000kiw5,2013-12-30T23:41:07.000Z,"4 km N of Nahawan, Philippines",earthquake,,1.9,0.133,,reviewed,us,us
2013-10-15T00:18:51.590Z,10.0015,124.3693,10,4.9,mb,,102,11.086,0.72,us,usb000kiw4,2013-12-30T23:41:07.000Z,"3 km ENE of San Miguel, Philippines",earthquake,,1.9,0.14,,reviewed,us,us
2013-10-15T00:17:39.940Z,9.9697,124.1844,10,5,mb,,118,3.194,1.46,us,usb000kiw3,2013-12-30T23:41:07.000Z,"10 km ENE of Canmaya Diot, Philippines",earthquake,,1.9,0.2,,reviewed,us,us
2013-10-15T00:12:32.050Z,9.8796,124.1167,19.04,7.1,mww,,12,3.144,1.3,us,usb000kdb4,2022-08-06T18:18:44.749Z,"4 km SE of Sagbayan, Philippines",earthquake,,2.9,,,reviewed,us,us
2012-01-29T06:01:48.350Z,10.091,124.249,571.7,4.8,mb,90,83.3,,0.73,us,usp000je48,2014-11-07T01:46:51.610Z,"6 km S of Bagacay, Philippines",earthquake,,5.9,,70,reviewed,us,us
2011-05-07T01:48:40.360Z,9.562,124.18,35,4.3,mb,11,187.2,,1.25,us,usp000j14u,2014-11-07T01:44:46.538Z,"6 km SSW of Valencia, Philippines",earthquake,,,,1,reviewed,us,us
2007-09-27T05:36:56.990Z,9.801,124.436,43.1,4.5,mb,13,175.9,,1.46,us,usp000fp6t,2014-11-07T01:33:40.839Z,"3 km NE of Lombog, Philippines",earthquake,,25.1,,1,reviewed,us,us
2005-03-31T12:25:34.310Z,9.607,124.376,35,4.9,mwc,53,110.6,,0.91,us,usp000dkt2,2016-11-10T01:03:47.937Z,"5 km S of Jagna, Philippines",earthquake,,,,,reviewed,us,hrv
2004-05-19T21:28:10.640Z,9.926,124.038,35,4.8,mb,52,107.6,,0.96,us,usp000cvkz,2014-11-07T01:22:21.334Z,"4 km SSE of Clarin, Philippines",earthquake,,,,17,reviewed,us,us
2003-04-19T08:49:02.250Z,9.821,124.107,607.3,4.3,mb,18,133,,0.75,us,usp000bvh6,2014-11-07T01:18:22.203Z,"6 km NW of Batuan, Philippines",earthquake,,11,,3,reviewed,us,us
1997-10-03T09:32:26.940Z,9.897,124.031,33,4.2,mb,,,,0.95,us,usp00088eh,2014-11-07T01:03:36.218Z,"6 km WSW of Sagbayan, Philippines",earthquake,,,,5,reviewed,us,us
1996-05-27T05:45:30.660Z,9.947,124.093,65.1,5.2,mwc,,,,0.8,us,usp0007huh,2022-04-29T20:20:37.917Z,"0 km N of Canmaya Diot, Philippines",earthquake,,7.9,,,reviewed,us,hrv
1996-05-24T12:41:10.590Z,9.824,124.038,300,4,mb,,,,0.5,us,usp0007hr9,2014-11-07T01:00:28.986Z,"10 km NE of Balilihan, Philippines",earthquake,,,,10,reviewed,us,us
1995-07-03T17:34:31.890Z,10.184,124.56,33,4.2,mb,,,,0.3,us,usp000702v,2014-11-07T00:58:16.802Z,"6 km N of Pitogo, Philippines",earthquake,,,,5,reviewed,us,us
1995-06-20T14:58:18.920Z,9.608,124.446,61.5,4.5,mb,,,,0.9,us,usp0006zf3,2014-11-07T00:58:10.558Z,"9 km ESE of Jagna, Philippines",earthquake,,11.3,,15,reviewed,us,us
1991-12-05T01:47:52.400Z,10.164,123.721,20.3,4.8,mb,,,,1.1,us,usp000501y,2014-11-07T00:49:42.010Z,"1 km E of San Fernando, Philippines",earthquake,,,,20,reviewed,us,us
1991-05-18T06:26:29.360Z,10.06,124.296,100.2,4.4,mb,,,,1.2,us,usp0004rt0,2014-11-07T00:48:35.815Z,"4 km SW of San Roque, Philippines",earthquake,,29.4,,3,reviewed,us,us
1991-05-10T05:31:04.490Z,10.037,124.157,84.4,4.6,mb,,,,0.3,us,usp0004rf6,2014-11-07T00:48:33.765Z,"12 km S of Jetafe, Philippines",earthquake,,18.5,,1,reviewed,us,us
1990-03-18T00:45:16.880Z,9.634,124.403,78.9,4.6,mb,,,,0.9,us,usp00046rq,2014-11-07T00:45:57.284Z,"4 km ESE of Jagna, Philippines",earthquake,,11.2,,6,reviewed,us,us
1990-02-16T22:50:51.940Z,9.69,124.421,33,4.9,mb,,,,0.9,us,usp00045hg,2014-11-07T00:45:45.195Z,"6 km NE of Jagna, Philippines",earthquake,,,,3,reviewed,us,us
1990-02-14T08:37:25.530Z,9.513,124.286,58.2,4.2,mb,,,,1,us,usp00045ej,2014-11-07T00:45:43.361Z,"11 km S of Garcia Hernandez, Philippines",earthquake,,16.1,,2,reviewed,us,us
1990-02-11T23:03:26.970Z,9.65,124.491,33,4.8,mb,,,,0.9,us,usp00045bu,2014-11-07T00:45:43.110Z,"10 km SSW of Candabong, Philippines",earthquake,,,,3,reviewed,us,us
1990-02-10T20:55:16.380Z,9.72,124.506,33,5.1,mb,,,,1.1,us,usp00045ab,2014-11-07T00:45:42.152Z,"3 km WSW of Candabong, Philippines",earthquake,,,,4,reviewed,us,us
1990-02-10T00:58:48.620Z,9.58,124.499,33,4.4,mb,,,,1.2,us,usp000458y,2014-11-07T00:45:41.958Z,"16 km ESE of Jagna, Philippines",earthquake,,,,6,reviewed,us,us
1990-02-09T02:01:12.120Z,9.651,124.489,63,4.6,mb,,,,0.8,us,usp000457q,2014-11-07T00:45:41.115Z,"10 km SSW of Candabong, Philippines",earthquake,,11.8,,6,reviewed,us,us
1990-02-08T09:48:23.590Z,9.589,124.546,33,4.9,mb,,,,1.5,us,usp000456x,2014-11-07T00:45:40.963Z,"16 km S of Candabong, Philippines",earthquake,,,,7,reviewed,us,us
1990-02-08T08:26:42.220Z,9.707,124.489,33,5.3,mb,,,,1.1,us,usp000456s,2014-11-07T00:45:40.946Z,"5 km SSE of Canhaway, Philippines",earthquake,,,,19,reviewed,us,us
1985-04-27T04:15:18.450Z,9.711,124.195,598.3,5.1,mb,,,,0.9,us,usp0002e76,2014-11-07T00:36:28.848Z,"8 km SSE of Nueva Vida Sur, Philippines",earthquake,,4.8,,15,reviewed,us,us
1983-03-11T13:30:02.080Z,9.989,123.82,33,4.6,mb,,,,0.8,us,usp0001tjd,2014-11-07T00:32:48.614Z,"10 km NW of San Isidro, Philippines",earthquake,,,,5,reviewed,us,us
1982-01-14T11:36:03.970Z,9.994,124.249,606,5.6,mb,,,,1.1,us,usp0001j1a,2022-04-28T00:44:41.095Z,"9 km NW of Mahayag, Philippines",earthquake,,1.7,,46,reviewed,us,us
1981-09-04T11:15:13.610Z,9.964,124.035,644.5,6,mb,,,,0.9,us,usp0001fp1,2022-04-28T00:53:18.941Z,"1 km ENE of Clarin, Philippines",earthquake,,1.2,,52,reviewed,us,us
1975-03-10T21:00:02.800Z,9.557,124.051,53,5.2,mb,,,,,us,usp0000a6j,2020-08-26T00:11:32.790Z,"9 km S of Loboc, Philippines",earthquake,,,,,reviewed,us,us
1974-05-13T02:11:29.700Z,10.077,124.122,592,5.3,mb,,,,,us,usp00006b5,2022-04-27T18:23:22.436Z,"8 km SSW of Jetafe, Philippines",earthquake,,,,,reviewed,us,us
